AWEForSegmentation/train/0001.png  1  165 217 22 61
AWEForSegmentation/train/0002.png  1  311 64 19 36
AWEForSegmentation/train/0003.png  1  230 81 14 32
AWEForSegmentation/train/0004.png  1  291 127 26 49
AWEForSegmentation/train/0005.png  1  89 112 62 52
AWEForSegmentation/train/0006.png  1  280 77 31 48
AWEForSegmentation/train/0007.png  1  154 137 33 68
AWEForSegmentation/train/0008.png  1  296 114 30 77
AWEForSegmentation/train/0009.png  1  167 116 27 65
AWEForSegmentation/train/0010.png  2  420 153 34 50   47 118 77 91
AWEForSegmentation/train/0011.png  2  276 104 33 65   119 121 17 56
AWEForSegmentation/train/0012.png  2  302 93 21 51   130 109 35 49
AWEForSegmentation/train/0013.png  2  276 104 22 78   96 126 39 78
AWEForSegmentation/train/0014.png  2  327 83 44 65   119 114 44 58
AWEForSegmentation/train/0015.png  2  172 110 26 91   318 144 29 85
AWEForSegmentation/train/0016.png  2  197 99 15 58   308 118 30 58
AWEForSegmentation/train/0017.png  2  314 123 42 59   142 149 23 46
AWEForSegmentation/train/0018.png  1  302 88 50 40
AWEForSegmentation/train/0019.png  1  310 107 52 40
AWEForSegmentation/train/0020.png  1  139 127 25 66
AWEForSegmentation/train/0021.png  1  93 111 47 53
AWEForSegmentation/train/0022.png  1  117 77 53 41
AWEForSegmentation/train/0023.png  1  325 155 51 84
AWEForSegmentation/train/0024.png  1  140 141 54 93
AWEForSegmentation/train/0025.png  2  342 146 18 61   190 133 28 82
AWEForSegmentation/train/0026.png  1  390 133 24 62
AWEForSegmentation/train/0027.png  1  128 3 49 85
AWEForSegmentation/train/0028.png  1  293 61 19 30
AWEForSegmentation/train/0029.png  1  295 104 20 39
AWEForSegmentation/train/0030.png  1  297 101 21 49
AWEForSegmentation/train/0031.png  1  323 128 60 47
AWEForSegmentation/train/0032.png  2  142 133 29 77   316 140 23 70
AWEForSegmentation/train/0033.png  1  201 80 39 33
AWEForSegmentation/train/0034.png  1  287 82 15 42
AWEForSegmentation/train/0035.png  1  177 142 28 53
AWEForSegmentation/train/0036.png  1  164 95 28 64
AWEForSegmentation/train/0037.png  2  149 55 36 27   362 81 16 25
AWEForSegmentation/train/0038.png  1  321 121 52 91
AWEForSegmentation/train/0039.png  1  321 68 38 99
AWEForSegmentation/train/0040.png  1  293 115 74 53
AWEForSegmentation/train/0041.png  2  339 119 16 55   109 129 33 51
AWEForSegmentation/train/0042.png  1  374 120 26 64
AWEForSegmentation/train/0043.png  1  284 160 74 79
AWEForSegmentation/train/0044.png  1  324 126 49 86
AWEForSegmentation/train/0045.png  1  396 145 47 46
AWEForSegmentation/train/0046.png  1  47 101 74 67
AWEForSegmentation/train/0047.png  1  59 90 24 38
AWEForSegmentation/train/0048.png  2  116 142 26 52   339 141 43 53
AWEForSegmentation/train/0049.png  1  380 118 71 68
AWEForSegmentation/train/0050.png  1  69 122 73 49
AWEForSegmentation/train/0051.png  1  170 138 25 52
AWEForSegmentation/train/0052.png  1  356 136 34 59
AWEForSegmentation/train/0053.png  1  301 176 34 47
AWEForSegmentation/train/0054.png  1  396 122 32 54
AWEForSegmentation/train/0055.png  1  97 151 38 46
AWEForSegmentation/train/0056.png  1  360 137 54 77
AWEForSegmentation/train/0057.png  1  68 118 51 96
AWEForSegmentation/train/0058.png  1  271 134 53 47
AWEForSegmentation/train/0059.png  1  261 120 26 51
AWEForSegmentation/train/0060.png  1  175 77 20 46
AWEForSegmentation/train/0061.png  1  98 111 27 73
AWEForSegmentation/train/0062.png  1  254 152 27 81
AWEForSegmentation/train/0063.png  1  364 118 61 69
AWEForSegmentation/train/0064.png  2  170 72 21 28   247 61 34 45
AWEForSegmentation/train/0065.png  1  313 162 30 82
AWEForSegmentation/train/0066.png  1  353 101 25 64
AWEForSegmentation/train/0067.png  1  241 128 23 65
AWEForSegmentation/train/0068.png  1  335 176 26 59
AWEForSegmentation/train/0069.png  1  75 149 44 59
AWEForSegmentation/train/0070.png  1  321 64 68 144
AWEForSegmentation/train/0071.png  1  30 146 115 129
AWEForSegmentation/train/0072.png  1  62 74 37 62
AWEForSegmentation/train/0073.png  2  307 110 25 56   134 118 33 53
AWEForSegmentation/train/0074.png  1  91 98 37 69
AWEForSegmentation/train/0075.png  1  324 139 42 81
AWEForSegmentation/train/0076.png  2  339 67 20 109   80 99 45 103
AWEForSegmentation/train/0077.png  1  335 103 22 57
AWEForSegmentation/train/0078.png  1  134 133 40 83
AWEForSegmentation/train/0079.png  1  55 138 34 51
AWEForSegmentation/train/0080.png  1  112 91 43 33
AWEForSegmentation/train/0081.png  1  372 131 34 59
AWEForSegmentation/train/0082.png  1  309 160 36 50
AWEForSegmentation/train/0083.png  1  137 166 51 73
AWEForSegmentation/train/0084.png  1  268 87 50 37
AWEForSegmentation/train/0085.png  1  273 124 24 38
AWEForSegmentation/train/0086.png  1  85 45 79 143
AWEForSegmentation/train/0087.png  1  345 152 34 58
AWEForSegmentation/train/0088.png  1  336 75 41 132
AWEForSegmentation/train/0089.png  1  352 109 47 77
AWEForSegmentation/train/0090.png  1  318 100 52 51
AWEForSegmentation/train/0091.png  1  298 148 41 61
AWEForSegmentation/train/0092.png  1  333 119 51 71
AWEForSegmentation/train/0093.png  1  130 143 46 76
AWEForSegmentation/train/0094.png  1  258 93 10 25
AWEForSegmentation/train/0095.png  1  162 52 20 40
AWEForSegmentation/train/0096.png  1  330 184 19 64
AWEForSegmentation/train/0097.png  1  79 87 32 57
AWEForSegmentation/train/0098.png  1  307 104 31 55
AWEForSegmentation/train/0099.png  1  267 213 31 45
AWEForSegmentation/train/0100.png  1  293 122 49 78
AWEForSegmentation/train/0101.png  1  340 99 54 103
AWEForSegmentation/train/0102.png  1  72 119 56 56
AWEForSegmentation/train/0103.png  1  125 120 18 47
AWEForSegmentation/train/0104.png  1  134 126 39 69
AWEForSegmentation/train/0105.png  1  333 105 17 43
AWEForSegmentation/train/0106.png  1  274 97 30 38
AWEForSegmentation/train/0107.png  1  318 87 41 82
AWEForSegmentation/train/0108.png  1  352 121 40 88
AWEForSegmentation/train/0109.png  1  91 172 49 51
AWEForSegmentation/train/0110.png  1  128 128 25 60
AWEForSegmentation/train/0111.png  1  301 118 30 62
AWEForSegmentation/train/0112.png  1  355 155 23 42
AWEForSegmentation/train/0113.png  1  88 110 35 63
AWEForSegmentation/train/0114.png  1  38 116 26 46
AWEForSegmentation/train/0115.png  1  284 121 20 61
AWEForSegmentation/train/0116.png  1  232 104 57 102
AWEForSegmentation/train/0117.png  1  330 161 49 88
AWEForSegmentation/train/0118.png  1  180 147 45 85
AWEForSegmentation/train/0119.png  1  310 103 35 49
AWEForSegmentation/train/0120.png  1  196 88 31 91
AWEForSegmentation/train/0121.png  1  235 82 34 64
AWEForSegmentation/train/0122.png  1  377 96 37 43
AWEForSegmentation/train/0123.png  1  253 105 30 77
AWEForSegmentation/train/0124.png  1  147 101 17 25
AWEForSegmentation/train/0125.png  1  305 101 15 35
AWEForSegmentation/train/0126.png  1  308 169 25 68
AWEForSegmentation/train/0127.png  1  31 130 30 52
AWEForSegmentation/train/0128.png  1  76 170 51 102
AWEForSegmentation/train/0129.png  1  97 145 32 74
AWEForSegmentation/train/0130.png  1  303 121 21 61
AWEForSegmentation/train/0131.png  1  380 164 30 82
AWEForSegmentation/train/0132.png  2  383 85 58 60   107 112 35 57
AWEForSegmentation/train/0133.png  1  133 173 40 61
AWEForSegmentation/train/0134.png  1  275 133 18 43
AWEForSegmentation/train/0135.png  1  167 127 27 40
AWEForSegmentation/train/0136.png  2  354 119 19 39   112 114 33 53
AWEForSegmentation/train/0137.png  1  149 161 40 74
AWEForSegmentation/train/0138.png  1  282 152 21 46
AWEForSegmentation/train/0139.png  2  331 88 32 119   50 150 57 111
AWEForSegmentation/train/0140.png  1  197 75 18 34
AWEForSegmentation/train/0141.png  1  132 125 31 66
AWEForSegmentation/train/0142.png  1  314 63 31 28
AWEForSegmentation/train/0143.png  1  110 64 18 27
AWEForSegmentation/train/0144.png  1  389 131 25 64
AWEForSegmentation/train/0145.png  1  155 108 19 61
AWEForSegmentation/train/0146.png  1  305 35 35 87
AWEForSegmentation/train/0147.png  1  365 69 12 20
AWEForSegmentation/train/0148.png  1  396 74 37 87
AWEForSegmentation/train/0149.png  1  147 114 28 47
AWEForSegmentation/train/0150.png  1  135 111 36 62
AWEForSegmentation/train/0151.png  2  309 87 12 45   141 100 30 44
AWEForSegmentation/train/0152.png  1  150 93 19 57
AWEForSegmentation/train/0153.png  1  300 86 38 50
AWEForSegmentation/train/0154.png  1  335 65 41 40
AWEForSegmentation/train/0155.png  1  76 107 48 47
AWEForSegmentation/train/0156.png  1  186 170 27 58
AWEForSegmentation/train/0157.png  2  272 65 14 35   205 82 9 32
AWEForSegmentation/train/0158.png  1  302 57 24 35
AWEForSegmentation/train/0159.png  1  128 88 34 59
AWEForSegmentation/train/0160.png  1  168 52 24 24
AWEForSegmentation/train/0161.png  1  328 119 44 70
AWEForSegmentation/train/0162.png  1  122 84 20 49
AWEForSegmentation/train/0163.png  1  225 111 29 69
AWEForSegmentation/train/0164.png  2  240 69 8 35   318 85 17 32
AWEForSegmentation/train/0165.png  2  293 134 33 78   115 163 26 73
AWEForSegmentation/train/0166.png  1  114 118 36 63
AWEForSegmentation/train/0167.png  1  162 137 29 61
AWEForSegmentation/train/0168.png  2  375 113 15 63   216 115 21 62
AWEForSegmentation/train/0169.png  1  333 101 51 58
AWEForSegmentation/train/0170.png  1  85 142 42 78
AWEForSegmentation/train/0171.png  1  398 99 45 64
AWEForSegmentation/train/0172.png  1  28 140 48 79
AWEForSegmentation/train/0173.png  1  360 108 58 72
AWEForSegmentation/train/0174.png  1  357 109 46 66
AWEForSegmentation/train/0175.png  1  84 114 47 57
AWEForSegmentation/train/0176.png  1  129 128 41 71
AWEForSegmentation/train/0177.png  1  382 108 29 65
AWEForSegmentation/train/0178.png  1  400 137 33 65
AWEForSegmentation/train/0179.png  1  94 84 50 112
AWEForSegmentation/train/0180.png  1  304 140 27 57
AWEForSegmentation/train/0181.png  1  325 123 35 48
AWEForSegmentation/train/0182.png  1  224 170 36 49
AWEForSegmentation/train/0183.png  1  138 102 31 34
